Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Max Speed (km/h),Avg Heart Rate,Steps,Notes,Source,Link
"Nov. 22, 2024","Nov. 22, 2024",Walk,513,6.96152324736,4631,11.08712618309075,3.1930028632784535,5.41167669504,18.791022412799997,,9035,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8289657319
"Nov. 21, 2024","Nov. 21, 2024",Walk,210,2.9144093299200002,2081,11.900687485087092,6.234589994432514,5.04173678976,9.62374837248,,3933,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8288476288
"Nov. 20, 2024","Nov. 20, 2024",Walk,35,0.47489327424,424,14.88053517458045,7.9664757814364116,4.0321148313599995,7.53155289216,,731,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8286860923
"Nov. 19, 2024","Nov. 19, 2024",Walk,582,7.976407760640001,5452,11.391908752883163,5.117588284418993,5.26688401536,11.724280254719998,,10506,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8285264023
"Nov. 18, 2024","Nov. 18, 2024",Walk,862,11.555186480640002,7351,10.60276733874175,3.3360300843076436,5.65890412032,17.9853848064,,14641,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8283685831
"Nov. 17, 2024","Nov. 17, 2024",Walk,171,2.3332269312,1581,11.293359281794322,4.5637849956255465,5.3128468799999995,13.14698863104,,3059,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8282203270
"Nov. 17, 2024","Nov. 17, 2024",Walk,214,2.91931782912,1962,11.201209933985524,5.643821333412869,5.356556663039999,10.6310850624,,3810,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8281944037
"Nov. 16, 2024","Nov. 16, 2024",Walk,290,4.05712403712,2957,12.147371848405312,2.342351914817466,4.93935032448,25.6152847104,,5538,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8280494917
"Nov. 15, 2024","Nov. 15, 2024",Walk,66,0.915562238976,639,11.632192992921338,4.858488924679869,5.15809236096,12.34951039872,,1220,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8278795162
"Nov. 14, 2024","Nov. 14, 2024",Walk,637,8.54458665984,5453,10.636383520241788,4.686567943211644,5.64102430848,12.802540734719999,,10845,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8277523717
"Nov. 13, 2024","Nov. 13, 2024",Walk,550,7.41342704256,4818,10.83168048596198,5.308057195975503,5.539297674239999,11.30356554624,,9501,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8276155321
"Nov. 12, 2024","Nov. 12, 2024",Walk,871,11.83435938432,7875,11.09060586176728,4.615594925634295,5.41000297728,12.99941178624,,15361,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8274357874
"Nov. 11, 2024","Nov. 11, 2024",Walk,42,0.584129107584,404,11.527119124314007,4.849578461783186,5.205117392639999,12.37220214912,,774,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8272139239
"Nov. 10, 2024","Nov. 10, 2024",Walk,696,9.33960259584,5979,10.669626879026485,4.007427871232005,5.623434178559999,14.9722100352,,11873,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8270666119
"Nov. 9, 2024","Nov. 9, 2024",Walk,276,3.70947354624,2381,10.69783713115406,5.274465869323152,5.60861212032,11.3755675968,,4722,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8269322872
"Nov. 8, 2024","Nov. 8, 2024",Walk,119,1.6020810305280002,1025,10.66322675574644,7.350324107213871,5.6268298944,8.162866356479999,,2036,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8267840497
"Nov. 8, 2024","Nov. 8, 2024",Walk,40,0.53740824192,347,10.761527678358386,2.874985087091386,5.575427447039999,20.8696511232,,686,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8267335795
"Nov. 7, 2024","Nov. 7, 2024",Walk,198,2.64590637696,1624,10.229633937803229,4.958473763222779,5.8653185817599995,12.1004966016,,3290,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8265768067
"Nov. 6, 2024","Nov. 6, 2024",Walk,263,3.5139382502400007,2154,10.216460868527797,4.812010359500517,5.872882498559999,12.468794976,,4366,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8264797657
"Nov. 5, 2024","Nov. 5, 2024",Walk,80,1.080973833984,702,10.823602660462896,5.971923964049948,5.54344978176,10.04702193792,,1385,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8262943003
"Nov. 5, 2024","Nov. 5, 2024",Walk,167,2.2320152870400003,1412,10.543550664121529,4.521935645828362,5.69068866432,13.268655037439999,,2820,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8262453223
"Nov. 4, 2024","Nov. 4, 2024",Walk,433,5.91348624768,3995,11.259618826055833,4.875309442853734,5.32879547904,12.30691106304,,7739,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8261055283
"Nov. 3, 2024","Nov. 3, 2024",Walk,146,1.95598060416,1247,10.625509524377636,4.96504787043665,5.646785759999999,12.0844836288,,2481,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8259664444
"Nov. 2, 2024","Nov. 2, 2024",Walk,285,3.7804456166400007,2214,9.760747236140936,3.7495277578938992,6.147066435839999,16.002029260799997,,4588,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8257419310
"Nov. 1, 2024","Nov. 1, 2024",Walk,211,2.81356783488,1694,10.034709794798378,6.799664956653145,5.97924404352,8.82396877824,,3463,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8256012199
"Oct. 31, 2024","Oct. 31, 2024",Walk,36,0.497050722432,357,11.970591744213792,5.637557911795117,5.0122857945599995,10.6429137408,,673,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8254682908
"Oct. 29, 2024","Oct. 29, 2024",Walk,140,1.9242604339200002,1316,11.398308876163208,4.395791080092261,5.263955009279999,13.64942582784,,2535,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8251163014
"Oct. 28, 2024","Oct. 28, 2024",Walk,284,3.80250972288,2380,10.43170384951881,2.476151773641931,5.7517149888,24.231087935999998,,4777,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8249227225
"Oct. 27, 2024","Oct. 27, 2024",Walk,154,2.06556083712,1328,10.715421935894378,6.48152290622763,5.599422766079999,9.25705934208,,2632,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8247455698
"Oct. 26, 2024","Oct. 26, 2024",Walk,273,3.65251886208,2263,10.326195021076911,2.625945726954585,5.810472138239999,22.848822374399997,,4564,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8245367662
"Oct. 25, 2024","Oct. 25, 2024",Walk,249,3.38667132672,2246,11.053137178875367,5.155560277976616,5.428317312,11.63790676224,,4388,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8244157420
"Oct. 25, 2024","Oct. 25, 2024",Walk,168,2.25448172928,1433,10.593757456454306,3.3431572118826054,5.6637160588799995,17.947082419199997,,2855,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8243748010
"Oct. 25, 2024","Oct. 25, 2024",Walk,344,4.66043491584,3075,10.996840948858665,7.3418734589994425,5.45612677632,8.172313205759998,,6022,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8243670229
"Oct. 24, 2024","Oct. 24, 2024",Walk,873,11.696712192,7419,10.571325956414539,5.609813688061719,5.67572176512,10.6955392896,,14797,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8242079470
"Oct. 23, 2024","Oct. 23, 2024",Walk,1240,16.6785974784,10746,10.738288395768711,4.9936868686868685,5.5874814336,12.01516918272,,21276,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8240384980
"Oct. 21, 2024","Oct. 21, 2024",Walk,352,4.75047771264,3099,10.872628847530423,6.7435551379941145,5.518456669439999,8.89740314496,,6100,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8236724041
"Oct. 20, 2024","Oct. 20, 2024",Walk,186,2.5179313420800002,1665,11.020950151117473,3.1295670782629443,5.444169350399999,19.1719541376,,3257,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8235144439
"Oct. 19, 2024","Oct. 19, 2024",Walk,140,1.8806633049600001,1176,10.42188618468146,2.2403041239163284,5.75712238464,26.7820591104,,2361,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8232832489
"Oct. 19, 2024","Oct. 19, 2024",Walk,279,3.74668157952,2395,10.653906187862882,4.7491835182534,5.631754487039999,12.633752735999998,,4759,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8232623701
"Oct. 18, 2024","Oct. 18, 2024",Walk,229,3.0388599014400004,1813,9.943430366658713,3.996510379384395,6.034122673919999,15.013087372799998,,3723,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8231181067
"Oct. 17, 2024","Oct. 17, 2024",Walk,275,3.6713642803200006,2287,10.382180565497494,5.2478090451761705,5.77913821056,11.4333430464,,4600,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8229745711
"Oct. 16, 2024","Oct. 16, 2024",Walk,147,1.9722027916800002,1237,10.453638252604787,3.8856204764177207,5.73962881536,15.441543025919998,,2480,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8228243392
"Oct. 15, 2024","Oct. 15, 2024",Walk,310,4.1440929868800005,2603,10.468737572576154,6.424543167899467,5.7313567872,9.339151979519999,,5215,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8226388279
"Oct. 15, 2024","Oct. 15, 2024",Walk,901,12.070820298240001,7645,10.555729539489382,3.5794211803070066,5.68410644736,16.7624443008,,15258,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8225552791
"Oct. 12, 2024","Oct. 12, 2024",Walk,668,8.93277652608,5602,10.452146961743418,5.247336803070071,5.740449580799999,11.43437302656,,11233,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8219957785
"Oct. 12, 2024","Oct. 12, 2024",Walk,128,1.761024672,1233,11.669288853097909,3.740070488348047,5.1416931456,16.04247207552,,2351,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8218800259
"Oct. 12, 2024","Oct. 12, 2024",Walk,148,1.9741661913600002,1203,10.156125725761552,6.088542909409051,5.90775698304,9.8545765824,,2445,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8218762450
"Oct. 11, 2024","Oct. 11, 2024",Walk,440,6.029938379520001,4110,11.359970273602162,3.2656970790582993,5.2817060736,18.3727539072,,7930,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8215962829
"Oct. 10, 2024","Oct. 10, 2024",Walk,637,8.609491503360001,5650,10.937562137119222,5.940600642249264,5.4856904256,10.099985448959998,,11092,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8212539943
"Oct. 9, 2024","Oct. 9, 2024",Walk,558,7.460355513600001,4649,10.386033066889366,5.691784975741669,5.77699778304,10.54150897536,,9350,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8209981432
"Oct. 8, 2024","Oct. 8, 2024",Walk,650,8.749198656,5643,10.749535214348207,3.5759974250377793,5.58162342144,16.7785377408,,11167,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8208283837
"Oct. 7, 2024","Oct. 7, 2024",Walk,276,3.69822423168,2346,10.572630835918238,4.78633530183727,5.6750297472,12.53567931264,,4679,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8205672391
"Oct. 6, 2024","Oct. 6, 2024",Walk,334,4.5180884390400005,2966,10.941228227153424,5.080020182136323,5.483855773439999,11.810975616,,5822,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8203303297
"Oct. 5, 2024","Oct. 5, 2024",Run,813,9.62941326336,5109,8.842671299610275,4.621069205837906,6.78525179904,12.98401036416,,13209,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8201575498
"Oct. 5, 2024","Oct. 5, 2024",Walk,153,2.0333578636800005,1230,10.081871868289191,2.456727710172592,5.95128973824,24.422760806399996,,2509,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8201480434
"Oct. 5, 2024","Oct. 5, 2024",Walk,287,3.8444170406400002,2424,10.508753877356238,4.612022041278931,5.70951798912,13.009486279679999,,4848,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8201404969
"Oct. 4, 2024","Oct. 4, 2024",Walk,861,11.65609234944,7684,10.987085421140538,4.786776475383759,5.4609548083199995,12.534536678399999,,15053,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8200107226
"Oct. 3, 2024","Oct. 3, 2024",Walk,761,10.22095983744,6554,10.687211683766803,4.954826314324346,5.6141965439999995,12.109396273919998,,13005,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8198623747
"Oct. 1, 2024","Oct. 1, 2024",Walk,320,4.28870863872,2735,10.628678517458045,5.626553427980593,5.645112042239999,10.663722558719998,,5441,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8194560091
"Sept. 30, 2024","Sept. 30, 2024",Walk,304,4.06106692992,2510,10.301091624910521,3.303930048516663,5.82463436544,18.1601595648,,5068,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8193061570
"Sept. 29, 2024","Sept. 29, 2024",Walk,144,1.93890546432,1262,10.848084685437048,4.328509007396803,5.5309290854399995,13.861585647359998,,2487,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8191482292
"Sept. 29, 2024","Sept. 29, 2024",Walk,290,3.8526407884800005,2302,9.958529686630081,5.033808806569633,6.02499769344,11.91939712128,,4724,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8190839374
"Sept. 28, 2024","Sept. 28, 2024",Walk,352,4.680680463360001,2800,9.970087190805694,4.634677234947904,6.01801314048,12.9458850048,,5743,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8189262832
"Sept. 28, 2024","Sept. 28, 2024",Walk,546,7.249933785600001,4305,9.896641115883241,2.5397553288793446,6.06265634304,23.624365248,,8861,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8189171077
"Sept. 27, 2024","Sept. 27, 2024",Walk,54,0.7287528061440001,475,10.863308279646862,5.036107879980912,5.523172047359999,11.913957538559998,,935,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8188009150
"Sept. 27, 2024","Sept. 27, 2024",Run,803,9.610664405760001,5129,8.894617931281317,3.5092310904318778,6.7456458432,17.0978315904,,13255,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8187917461
"Sept. 27, 2024","Sept. 27, 2024",Walk,140,1.89292650624,1237,10.891394257535989,6.723049888650282,5.50892935296,8.92452059136,,2433,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8187648874
"Sept. 26, 2024","Sept. 26, 2024",Run,772,10.208938037760001,5836,9.527608764813488,3.9745759762984174,6.297491819519999,15.09595249536,,15008,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8186484289
"Sept. 24, 2024","Sept. 24, 2024",Walk,954,12.860541492480001,8340,10.808254792014635,5.760266294838146,5.55131947392,10.416189358079999,,16463,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8182505659
"Sept. 23, 2024","Sept. 23, 2024",Walk,302,4.05797698944,2612,10.727849359739123,3.8165923506720754,5.59293710976,15.72082858368,,5174,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8180980108
"Sept. 22, 2024","Sept. 22, 2024",Walk,891,11.916452021760001,7467,10.443572039290544,4.118118935417163,5.7451810521599995,14.569745287679998,,14978,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8178687400
"Sept. 21, 2024","Sept. 21, 2024",Walk,146,1.9484005939200002,1226,10.487254434104829,3.530401206951404,5.7212501068799995,16.9953163776,,2454,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8177024746
"Sept. 21, 2024","Sept. 21, 2024",Walk,304,4.03525305216,2401,9.91677354251173,4.431557205917442,6.0503609548799995,13.5392501376,,4937,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8176650301
"Sept. 20, 2024","Sept. 20, 2024",Run,795,10.06158650112,5519,9.142047940030222,4.491923417243299,6.56309795328,13.357297704959999,,14234,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8174940607
"Sept. 20, 2024","Sept. 20, 2024",Walk,171,2.3196279744,1527,10.971613278453828,5.818985872504574,5.46866356608,10.31108310144,,2993,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8174524789
"Sept. 19, 2024","Sept. 19, 2024",Run,787,10.442083703040002,6112,9.755403443887696,4.963972898274079,6.150446058239999,12.087106859519999,,15692,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8173200748
"Sept. 19, 2024","Sept. 19, 2024",Walk,192,2.65189313664,1846,11.601745804501709,6.073331742623081,5.171626943999999,9.87926391936,,3528,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8172848329
"Sept. 17, 2024","Sept. 17, 2024",Walk,140,1.91038788864,1295,11.297895291497655,5.641553328561202,5.310722545919999,10.63536591744,,2505,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8169158884
"Sept. 16, 2024","Sept. 16, 2024",Walk,408,5.4663139238400005,3449,10.515899646066968,3.827298576314324,5.7056394700799995,15.676861305599997,,6896,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8167090345
"Sept. 15, 2024","Sept. 15, 2024",Walk,304,4.052746621440001,2489,10.235847649725601,3.2713267020599694,5.861745838079999,18.341210764799996,,5041,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8165280886
"Sept. 14, 2024","Sept. 14, 2024",Walk,144,1.9343349273600001,1226,10.563434542273125,7.047343513878946,5.67995433984,8.513848189439999,,2446,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8163231307
"Sept. 14, 2024","Sept. 14, 2024",Walk,671,8.964577163520001,5576,10.366708422810783,5.267879334685437,5.787748200959999,11.38977810432,,11224,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8163134590
"Sept. 13, 2024","Sept. 13, 2024",Walk,621,8.29090576512,5115,10.282326214904954,4.049264793605345,5.835239942399999,14.817503796479999,,10336,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8161890781
"Sept. 13, 2024","Sept. 13, 2024",Walk,134,1.8016767014400001,1146,10.601276047880377,5.863538186987991,5.659708792319999,10.232740235519998,,2283,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8161504987
"Sept. 12, 2024","Sept. 12, 2024",Run,705,9.320741084160002,5315,9.503872385270023,4.905278175455341,6.31319901696,12.23172251136,,13670,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8160315739
"Sept. 12, 2024","Sept. 12, 2024",Walk,135,1.80170888832,1132,10.471533742941222,7.415816630875685,5.7298279104,8.09078383872,,2268,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8159715460
"Sept. 11, 2024","Sept. 11, 2024",Run,782,10.386722269440002,6188,9.929325240594926,3.6762183846337386,6.0427004774399995,16.321162176,,15868,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8158439731
"Sept. 10, 2024","Sept. 10, 2024",Run,735,9.79618958208,5933,10.094050743657043,4.745331016861528,5.94407987712,12.644004257279999,,15197,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8156446456
"Sept. 8, 2024","Sept. 8, 2024",Walk,147,1.9595855347200002,1208,10.27424838940587,4.7166360952040085,5.839842666239999,12.720930900479999,,2442,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8152193641
"Sept. 8, 2024","Sept. 8, 2024",Run,730,9.63726686208,5461,9.444220750815239,4.321462658076831,6.353078561279999,13.88418083712,,14052,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8152036510
"Sept. 7, 2024","Sept. 7, 2024",Walk,672,8.964190920960002,5519,10.261199594368886,4.658624880696731,5.84726174208,12.8793386304,,11164,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8150790967
"Sept. 7, 2024","Sept. 7, 2024",Walk,741,9.87393699072,6002,10.131022329595165,4.353258221983616,5.92238592,13.78279216512,,12215,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8150069704
"Sept. 6, 2024","Sept. 6, 2024",Walk,677,9.020276559360001,5495,10.153081006919589,3.8195438638352024,5.909543354879999,15.70867803648,,11171,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8148930550
"Sept. 5, 2024","Sept. 5, 2024",Walk,681,9.075509245440001,5497,10.094920663326176,6.228935516583154,5.94356488704,9.6324871104,,11206,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8146478107
"Sept. 4, 2024","Sept. 4, 2024",Walk,1392,18.8845252992,12510,11.040771892149845,3.4012554183567962,5.43440063232,17.640502387199998,,24453,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8144650093
"Sept. 3, 2024","Sept. 3, 2024",Walk,1123,15.0278933376,9453,10.483836892547522,3.6700046727113653,5.723100852479999,16.3486819584,,18927,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8142902986
"Sept. 2, 2024","Sept. 2, 2024",Walk,1353,18.24996096,11864,10.834725204803945,4.255963920703094,5.537752703999999,14.097853439999998,,23392,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8140729690
"Sept. 1, 2024","Sept. 1, 2024",Walk,143,1.9171149465600001,1216,10.571450230652987,5.570250984251968,5.67565739136,10.7715003264,,2425,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8138617084
"Aug. 31, 2024","Aug. 31, 2024",Walk,306,4.086526752,2521,10.281766980831941,4.954726894933588,5.835577904639999,12.10963767552,,5094,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8136666703
"Aug. 30, 2024","Aug. 30, 2024",Walk,665,8.95968475776,5799,10.787190308597788,4.943852899069435,5.562150359039999,12.13627231872,,11457,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8135924824
"Aug. 29, 2024","Aug. 29, 2024",Walk,573,7.647441753600001,4678,10.195147836634057,5.970420245764733,5.88516179328,10.049548608,,9492,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8133374341
"Aug. 28, 2024","Aug. 28, 2024",Walk,818,11.05809230592,7244,10.918113218802196,5.720069792412312,5.49545914368,10.4893823232,,14232,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8131230817
"Aug. 27, 2024","Aug. 27, 2024",Run,735,9.73487357568,5665,9.698796528274874,5.16075494114372,6.18633442944,11.62620683136,,14550,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8129899252
"Aug. 27, 2024","Aug. 27, 2024",Walk,600,8.12617331328,5367,11.007652807603595,4.546535731329038,5.450751567359999,13.1968622016,,10505,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8129310085
"Aug. 26, 2024","Aug. 26, 2024",Walk,404,5.39559934848,3312,10.230565994591585,7.267681738646305,5.8647714048,8.25574159872,,6709,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8127782371
"Aug. 26, 2024","Aug. 26, 2024",Run,614,8.11223639424,4632,9.51648622047244,4.177894844110395,6.3048465216,14.361303052799999,,11913,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8127651211
"Aug. 25, 2024","Aug. 25, 2024",Walk,788,10.52227731456,6488,10.276609599936371,4.157054054322755,5.83850691072,14.433305103359999,,13114,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8125615651
